;Rewards
500;135677.06196484258
501;199599.58186314377
502;128631.02690885289
503;185098.15836626728
504;126381.92422118795
505;136004.523919751
506;144447.48524539793
507;132994.65103440708
508;120878.0148817834
509;121375.98078969307
510;121866.9932472237
511;129475.69534029241
512;129294.23082472302
513;138038.8762496088
514;122649.12107151127
515;123134.1459984146
516;123610.97617887612
517;124080.06138782026
518;124541.81770897852
519;160037.6183007396
520;123827.24144616764
521;139202.17945176605
522;139955.94206719243
523;124557.96816128358
524;139415.36614046025
525;145789.86541019118
526;139736.3568297385
527;139720.7211564428
528;146149.3814797531
529;122989.07456146745
530;132732.12684018197
531;158505.14927982888
532;123541.11969026897
533;123961.83204158008
534;142994.31138880947
535;124374.84542786758
536;160662.32170781717
537;121905.26717510234
538;144646.47865097126
539;124362.77936732513
540;184259.1062586725
541;124619.6498136911
542;129564.63990462766
543;132794.66605313373
544;196313.367593105
545;133549.69711821023
546;122362.06188441245
547;122807.34042354533
548;134032.49487485026
549;147462.8730520053
550;127372.62805166881
551;125442.21645767282
552;135017.58182535646
553;146466.4093470034
554;163583.67545765807
555;103121.2261635316
556;122289.73514191655
557;122747.87813749278
558;200820.35216525276
559;204661.07564185883
560;127976.65124566376
561;122812.29940846653
562;123258.04134148711
563;134257.72617451995
564;158063.33886471888
565;140286.25684842782
566;145517.21433101955
567;123853.84366593196
568;138249.56357499326
569;141856.6322250242
570;132657.18861354116
571;123840.6853575707
572;173447.29580919028
573;124046.9498281318
574;128034.31316113009
575;134157.21528225357
576;124618.43690126855
577;128626.74441440878
578;125352.11382886692
579;129505.06264820532
580;196169.4944796606
581;135504.1152116641
582;135937.9468231094
583;139518.6209583813
584;130371.66765227681
585;125071.69925028962
586;140063.85448709075
587;130621.33523291335
588;139820.8341254913
589;136150.49070311405
590;127550.09094750936
591;143669.01696979575
592;123950.1365851727
593;137673.72694281128
594;124109.97915377299
595;144382.18023823068
596;149486.50915916867
597;123879.28207140617
598;124316.50537727145
599;135002.52306938297
600;142141.86481786484
601;133391.6935398681
602;143411.61457781793
603;133301.73457704432
604;123290.97979178804
605;123754.49639857013
606;124218.46437638564
607;143855.3294426781
608;178951.89410259837
609;140662.40572729468
610;142312.11901450748
611;137338.3770200857
612;190788.63898260857
613;125082.12016605283
614;149828.27006982887
615;124962.70160308885
616;176805.16292996885
617;132338.18968288542
618;124273.73748875275
619;159005.45503752973
620;135046.4390719975
621;123742.39365782478
622;144241.47298161997
623;141192.09162845302
624;124004.25591541303
625;147474.63604963297
626;129680.66660682042
627;140147.98120248318
628;127702.10997567949
629;147440.98228085632
630;123698.96227080296
631;133902.03772093213
632;124023.35572399115
633;136355.1884944567
634;184446.12121535174
635;129510.52535993035
636;127490.34453433263
637;128291.2282194019
638;123565.20013651167
639;124033.82313767224
640;131508.50008905504
641;124825.12210625256
642;144942.43655952215
643;131264.25613287694
644;125376.35493090673
645;125852.63827818
646;144726.5659608261
647;134415.25172718783
648;123852.22080101626
649;132376.22933994798
650;134269.63075425397
651;173191.49118863136
652;127306.47654620805
653;143943.77032790118
654;943340.3411880863
655;1098170.9171123223
656;131016.43688841228
657;140078.7529692235
658;147757.83614113863
659;150360.50943152385
660;139201.85358352802
661;135216.84959024654
662;135113.09217307283
663;125110.44802514851
664;125996.16823033622
665;126437.26969027496
666;147734.67085337947
667;126103.70831543382
668;138904.82816822125
669;155187.75686156313
670;158492.80696464377
671;126545.11795034132
672;134250.19683457873
673;138984.75652756283
674;134332.20267418344
675;137977.08443306078
676;134793.1186525426
677;127652.72588203018
678;131383.38070868066
679;128065.63985377984
680;143770.20162612264
681;138379.01026151603
682;132655.59666701828
683;151918.60112695897
684;135168.82205271875
685;144858.50800879035
686;129676.99438202151
687;135811.91009002933
688;130099.1476825609
689;159773.37655222195
690;184819.6921283591
691;134732.64864941643
692;133614.1177155958
693;138644.4162293262
694;130269.33131132316
695;157745.7345384403
696;155901.61019585657
697;130497.03756013609
698;138276.91737995268
699;155290.21052508405
700;144076.67988760566
701;131326.12372641024
702;137025.3075616271
703;149711.55170072312
704;148672.38727900095
705;131132.60394032553
706;152007.94154157714
707;139364.30358205174
708;153254.17306963904
709;143397.25283865255
710;167183.7177159708
711;128994.1507119005
712;134567.41173312423
713;143001.73081763307
714;128696.5617475927
715;129108.34597374397
716;129520.93279782677
717;222714.05240670155
718;129578.12779789942
719;129992.69484861262
720;151488.9013942969
721;130007.64307685179
722;130465.71480950099
723;130918.90533554391
724;140892.42818189441
725;131614.63167513892
726;132055.89840678222
727;136704.92212981917
728;186022.18749025677
729;129108.16594133069
730;128268.25939391405
731;131978.0554483494
732;145869.88245067562
733;149020.85579225584
734;159701.31695738944
735;139410.92034921792
736;132423.82808956932
737;143735.41213904362
738;210037.2136256222
739;175649.0835986215
740;147345.59180152215
741;194738.6233544584
742;150427.95510944055
743;138589.65456134733
744;140643.5807030857
745;147008.67384038868
746;131482.66853928537
747;131919.92642610372
748;132348.36825749153
749;140341.37181467278
750;151158.39287776873
751;149511.46193891478
752;149509.9022234136
753;154658.30856261286
754;133158.06372009375
755;143128.08847249238
756;146676.7657690646
757;198785.35485613413
758;133800.86724847366
759;157084.72997379935
760;140034.47358832698
761;134251.51871864495
762;141689.09199200175
763;130429.39987795355
764;135070.61713550283
765;143622.77192184745
766;131884.73900451526
767;135184.35180728725
768;162528.29256818217
769;146493.57325466245
770;253527.59678848385
771;140073.35898633904
772;143376.73848164652
773;152701.0121555449
774;133967.92870327726
775;134278.1864236099
776;134586.43024751815
777;173061.70568202506
778;145656.06816595845
779;138299.48287791267
780;200916.8356519197
781;144484.7345763423
782;187491.36850015112
783;217130.1160375671
784;144224.53229817576
785;152881.98622409246
786;148909.3193279036
787;186801.2248684615
788;146425.5156961121
789;156396.71678515244
790;160200.5055399682
791;133125.92794722933
792;141290.90097372173
793;141121.7470392384
794;167027.0782021724
795;143297.4364498073
796;143933.4758309559
797;133719.0017106387
798;156907.1812292352
799;159610.39561162787
800;147829.62264904994
801;149564.6682303903
802;141640.15617461092
803;149607.39670718618
804;133971.42805596013
805;134293.21377774503
806;147837.37283223483
807;139572.3242080206
808;157346.54704048406
809;134528.41945374393
810;153973.46535856233
811;186906.7490514547
812;139742.1011774217
813;136968.76064916753
814;203978.55239450265
815;158552.50439013052
816;133778.32715974463
817;152799.92574499702
818;193933.88699216896
819;139530.7734324167
820;133783.5513352081
821;166939.25618082512
822;155988.5504812007
823;156108.87542136997
824;151194.3805255116
825;165133.20896811265
826;148690.61852869354
827;134027.09997878928
828;191591.9751825734
829;144649.4890354003
830;133684.01688140578
831;149039.4218672038
832;133556.32215575405
833;157991.6653051193
834;160998.81063245406
835;138803.84590543766
836;163889.48984210758
837;164827.20133782286
838;171975.06089406624
839;132939.01911159354
840;133265.27874047097
841;141119.75845439805
842;133835.49177290703
843;161627.8379135846
844;157529.74182991573
845;151204.20978668716
846;134320.65159667685
847;150941.62643765713
848;134882.89522925028
849;165642.3040564236
850;165280.69323889425
851;135020.35771295067
852;143190.32107179152
853;135554.77231042951
854;135870.24102882374
855;190915.59622855615
856;135872.8123661759
857;154835.88612184182
858;141846.98455461807
859;143477.37298825677
860;149896.31653648248
861;202813.84285464694
862;135999.75246161138
863;102885.64933398544
864;153774.23249058583
865;135602.69384610685
866;159424.9772052948
867;144008.94166050982
868;136372.4056113141
869;188144.9511158688
870;143455.46426957977
871;136257.35633081396
872;144171.92986211853
873;165654.82454737794
874;136003.04356424563
875;151860.97060178718
876;136500.4877691586
877;136823.58069537996
878;145333.72086486086
879;137320.11185640286
880;160248.40552698864
881;149857.60800358804
882;155074.47433127085
883;147635.45253234459
884;138259.92264456273
885;149682.84103620186
886;143115.53396239178
887;146522.40833640847
888;159576.1203504058
889;138739.9161843359
890;182061.56207748147
891;184229.78997624913
892;145706.93930343943
893;138600.39689489664
894;150743.95882793385
895;184207.84254695516
896;160745.04673566527
897;138657.41654843208
898;171678.9950580891
899;158814.28005464538
900;184365.56501580807
901;135256.65178403238
902;150329.95938686212
903;190061.4480622186
904;138461.69476948585
905;138795.48703252742
906;139122.79123893392
907;156250.91313774182
908;121553.01159224071
909;146591.00791866312
910;139055.5535116318
911;210931.37350169738
912;169186.3308676292
913;139195.00715190714
914;139509.83082348286
915;139819.00983098627
916;158049.0651878187
917;235486.5977078659
918;209842.06583488907
919;136343.99034576185
920;159950.63153117176
921;138368.18296110202
922;145776.900282966
923;172472.93717920108
924;152727.9174718038
925;155246.86228633206
926;145941.3393936721
927;145220.31800373804
928;230611.7966346811
929;137784.67863250917
930;138086.3139345371
931;155899.9736674627
932;138266.26991602042
933;151648.37310900952
934;140232.87079596866
935;155109.33006953404
936;220794.622255258
937;152753.62604496206
938;146913.1553795561
939;138634.35338096195
940;202231.21349620988
941;276184.47982943297
942;160998.39707784224
943;183074.96349123612
944;169309.77446180425
945;138039.54804547704
946;165282.81406846986
947;137659.48568203143
948;137976.29428324118
949;138286.86031336224
950;145917.3878724391
951;168801.0496227335
952;138758.5016733822
953;167584.65505249315
954;139079.7613458749
955;145866.5048553927
956;139456.07470059488
957;178482.1605178925
958;155124.11003311892
959;154543.8886339087
960;146470.65335213955
961;139261.148906584
962;139579.73062899776
963;167619.55821596915
964;139513.5227563849
965;153106.66035727994
966;164884.24348377428
967;138946.55850888326
968;145894.8177977014
969;164043.29241351143
970;139111.98361573133
971;139404.55592449522
972;141272.954890723
973;149253.69057053924
974;145009.17341236386
975;162167.32085077834
976;149126.00616262117
977;138466.5055521657
978;146921.7463621033
979;173557.7478413374
980;138835.26666257068
981;139076.9375578479
982;147180.19986452605
983;139454.62974717855
984;139692.2049365914
985;145099.5818181472
986;184241.93946827404
987;159758.38889550653
988;140044.5796628798
989;148830.51440268543
990;217256.8222626602
991;139464.814950269
992;149441.98648997454
993;175173.309793694
994;139509.59141573345
995;149525.54550425932
996;155566.30508062826
997;151968.46335886623
998;143598.13817370997
999;182938.5479429178
1000;139197.93053194295
1001;139466.70505301302
1002;147361.10306710616
1003;288719.56772276794
1004;166745.69876427128
1005;143838.03590565227
1006;171376.341622064
1007;195293.57026401037
1008;138497.7008499824
1009;138791.3325845103
1010;156406.54316229897
1011;149057.90335938384
1012;231582.01271024224
1013;160674.05760601122
1014;138885.86408329903
1015;139198.59639280953
1016;149232.374855361
1017;147901.65434390807
1018;165293.88748477798
1019;145335.32242261208
1020;193023.65864144545
1021;147850.9925232399
1022;151510.8518293795
1023;139953.4950271557
1024;194227.19087673412
1025;147941.47955797327
1026;170956.88204629105
1027;164490.81316139305
1028;139951.5235171928
1029;158714.4885135648
1030;148325.96939201572
1031;140392.87160220338
1032;140729.61062472235
1033;141060.32642739164
1034;186864.57301672452
1035;147192.95117312734
1036;138568.1917893395
1037;185428.09658503896
1038;150001.38443811805
1039;167007.14104752056
1040;151890.8765146064
1041;142376.2842242475
1042;143350.9075162791
1043;142462.26792177244
1044;142737.19266507184
1045;180592.536895973
1046;205842.58287726305
1047;150920.89720231455
1048;142301.9047206566
1049;163644.57081616332
1050;152272.10008786328
1051;142730.56781706485
1052;160453.77998431583
1053;157963.04171513682
1054;139725.94024028172
1055;143295.94930198722
1056;157127.82512775314
1057;141536.62884577463
1058;210647.3437506325
1059;148433.93990149503
1060;161422.57042045688
1061;149032.40676524641
1062;146942.00968564278
1063;185641.9572442547
1064;139642.94778416294
1065;142873.40086253438
1066;147724.26232682716
1067;142832.0053113279
1068;260353.24338118447
1069;151032.03481533614
1070;142951.9580653844
1071;171133.34478501324
1072;143409.4958298098
1073;153364.90014255486
1074;151827.9602772123
1075;188142.3236844386
1076;169206.5292432459
1077;163396.22437043418
1078;143662.6635183273
1079;143948.70345880423
1080;144231.8218520625
1081;144511.5679179571
1082;144787.56467539934
1083;226723.16233248578
1084;154680.2993110841
1085;199772.28860220918
1086;152273.8567993143
1087;150835.07916672516
1088;152456.66010623018
1089;144855.55311037364
1090;159333.1659257511
1091;153201.87864727995
1092;150848.37782824377
1093;145264.34474364456
1094;154372.02626341733
1095;165819.78465647536
1096;183661.9522960127
1097;150667.74763321728
1098;189846.57349517333
1099;152522.8506119651
1100;157701.86380678622
1101;153094.7902695216
1102;161511.75112299673
1103;264448.0941531216
1104;148091.72929004952
1105;154750.24793997407
1106;143854.75359762943
1107;144100.80805602088
1108;190578.53424604313
1109;160123.91913987102
1110;143526.88447668342
1111;201440.59728788532
1112;159461.2181646153
1113;162790.75330895418
1114;143219.18232442503
1115;143454.81206374732
1116;188483.17269365676
1117;185888.11808031573
1118;190305.30705581346
1119;143531.97210752376
1120;158553.54182335234
1121;143945.73029514184
1122;144175.32832689202
1123;154498.9496826639
1124;151112.880556486
1125;151342.634094914
1126;152265.9255955602
1127;151107.80865368264
1128;144055.91186399639
1129;162876.43677429418
1130;191817.05418983454
1131;157563.9549830878
1132;172271.82553462102
1133;145801.7823761388
1134;163726.5934084173
1135;165309.0012321917
1136;169189.8148510179
1137;139682.72673508193
1138;208983.6921890209
1139;149303.57441517295
1140;186412.95527179833
1141;142603.8724224225
1142;171588.91733533627
1143;151594.53864767205
1144;159521.81115976744
1145;148664.0043289488
1146;151934.68191910567
1147;151598.36061731202
1148;188092.04979919046
1149;151692.20853876663
1150;160788.08512512204
1151;158370.13352022233
1152;147344.64142759412
1153;164121.78817048096
1154;143764.04198739192
1155;154452.23603216297
1156;144309.43831000582
1157;190034.72193095184
1158;144008.77391239483
1159;144278.50343166746
1160;144545.48596086778
1161;144809.4253992335
1162;145070.10658981538
1163;145327.38071822346
1164;152477.8086678445
1165;167148.17540162106
1166;145320.07503070653
1167;145563.15149387796
1168;146834.46759130436
1169;176842.2587201269
1170;153712.7278598774
1171;201438.92999432108
1172;145086.25680632226
1173;259190.44733534643
1174;168148.40659997205
1175;144871.94583195177
1176;151413.772386533
1177;220048.5503793594
1178;157728.7139608348
1179;151506.33512671266
1180;145373.44588645868
1181;145615.40042432127
1182;179989.81610156607
1183;181263.30471161642
1184;174613.98182727798
1185;145042.27930380078
1186;152071.9008816092
1187;145321.51568765333
1188;146359.55336766964
1189;167415.06839083906
1190;154033.17999389788
1191;158249.1067919774
1192;220826.22129558606
1193;145379.30282884775
1194;175007.80020758387
1195;156179.53855328675
1196;163118.83318520768
1197;145720.05776726903
1198;167208.75954158613
1199;185314.65921309008
1200;233172.41940016783
1201;150110.7878321066
1202;145360.07852073427
1203;275595.53175134805
1204;163164.73908815303
1205;150421.0760706096
1206;144580.14358236123
1207;178126.57317889054
1208;172339.6918641149
1209;153108.86086431422
1210;153182.12071229034
1211;173030.46840346826
1212;161238.88118256052
1213;153599.99308232937
1214;167887.81027021553
1215;202475.69421524857
1216;143302.1400278275
1217;152754.8522903082
1218;156714.32786857814
1219;152914.7794979991
1220;179211.69213172473
1221;152881.99917133767
1222;152904.71381660632
1223;142246.60404193468
1224;163170.80470743307
1225;226128.10038486982
1226;157936.62113920978
1227;158231.41497769798
1228;149924.63017353753
1229;153364.4249303651
1230;204215.6667232337
1231;144778.25784674985
1232;145070.18201158717
1233;166852.3237522422
1234;173172.21209227265
1235;145284.08920929662
1236;143821.5968617777
1237;162319.67438785455
1238;191874.82672507965
1239;154845.73953251293
1240;170571.99522496437
1241;146091.19674321782
1242;201443.1257074624
1243;145897.8895362812
1244;168208.4132036887
1245;165750.06079904185
1246;189304.8525969254
1247;154015.3014872164
1248;147800.32699005227
1249;155096.51655112373
1250;152162.7465565301
1251;158927.7798530338
1252;159953.20702825594
1253;179503.52448474267
1254;176722.7246731269
1255;171099.6568155991
1256;269249.2275935642
1257;144533.02082096587
1258;173803.88497118055
1259;144484.49731202674
1260;163133.64671150915
1261;157207.21711225275
1262;151944.77377838054
1263;144852.6342488413
1264;186275.3852155899
1265;148067.16847099838
1266;144724.34597553394
1267;153724.90442265282
1268;144885.69865218035
1269;172406.23429172096
1270;188921.69157807963
1271;153219.850931178
1272;164431.12727826924
1273;160942.4314466669
1274;181836.94038212483
1275;205392.50497077676
1276;145032.2890731551
1277;158997.7159774517
1278;145363.9731681554
1279;154659.13867375697
1280;195548.3211167373
1281;156376.74722778916
1282;220419.31693745562
1283;153913.4717994234
1284;153934.61257516866
1285;145326.07325016998
1286;167623.4991632339
1287;161905.5969356733
1288;155473.24284003393
1289;145811.3397172416
1290;173615.2631603969
1291;155007.86373195026
1292;169014.77199437623
1293;196868.12413781087
1294;146217.95904008945
1295;146452.2945248852
1296;170008.7637394631
1297;146768.41155336582
1298;165417.865460579
1299;156145.83368611042
1300;147327.4633838
1301;147553.52249820463
1302;174812.60829524486
1303;212542.1346781303
1304;157002.24424106439
1305;236721.94335753494
1306;235136.64627356076
1307;160039.78523261624
