;Rewards
0;-1550.9649687397718
1;-1032.1870153730652
2;-325.9237863070553
3;-93.88704447366705
4;-37.98418127192067
5;-79.72165735485137
6;-200.67404298326372
7;-139.66253181631365
8;121.07253204540478
9;70.33621239949488
10;-29.38295231616017
11;784.4958618217513
12;263.1679875377744
13;-301.85851967225074
14;-80.04649851559019
15;30.19028773743949
16;252.4181597799991
17;493.0260700427771
18;157.59400287173224
19;47.87866627184813
20;507.04776378074115
21;82.86580721034733
22;399.3091734707116
23;421.64159325793
24;170.69202011790176
25;659.6924035109522
26;126.882175086834
27;917.245013677494
28;-208.87782915452476
29;130.56820524872478
30;248.63994134456914
31;109.63075976930119
32;116.79898141913554
33;257.27817773943275
34;429.42645366962637
35;510.78036859215075
36;266.8831962021283
37;142.8144293293538
38;165.52089925225468
39;1390.411959827492
40;127.41639363249752
41;368.31187695948273
42;483.7237219996163
43;180.5719344063814
44;500.2340967201536
45;147.8916350231226
46;325.35330778223357
47;414.9609042908074
48;1179.8388634117146
49;909.282335179613
50;213.0543517432945
51;202.43385876894365
52;453.5147495414338
53;364.1795140033041
54;162.1568971909175
55;394.2625385669746
56;495.8782373282658
57;951.6485320163832
58;494.56870027379705
59;314.2237431728333
60;535.0117606140926
61;1500.971039363952
62;247.47646908621093
63;280.13470927321237
64;1361.9584470399695
65;427.27781450429853
66;495.46207065275627
67;228.0610467347929
68;575.658929311938
69;389.1320776118683
70;200.851270142276
71;286.002428364606
72;240.1405462187671
73;656.8821087936005
74;164.1108856120457
75;461.4655078880719
76;305.2093639257939
77;471.7424681347291
78;558.2905593913898
79;1390.8083364864715
80;562.4564865705447
81;758.7808192368722
82;903.305371640047
83;908.0645939057104
84;914.313637919001
85;253.21405367813668
86;705.9795733737928
87;758.1185960828084
88;363.7576738732782
89;845.6987914117972
90;1566.519424855795
91;1024.0095767004182
92;1241.0648774815054
93;420.25397329347334
94;374.43553831939937
95;1037.3730453861867
96;274.95519325267793
97;1657.7638079606002
98;196.11611712961258
99;227.43484759283137
100;420.0472243867196
101;1304.78222677043
102;279.9746183854323
103;403.4563023507832
104;857.3208068647351
105;249.56742087475914
106;294.7787398643123
107;744.0622417989642
108;1795.6981563195645
109;277.42641166634195
110;1000.1754793384848
111;847.5897630482166
112;1871.349485427871
113;665.6213473077652
114;1604.579754218062
115;2988.867387854222
116;275.2003203531271
117;486.6997321674179
118;468.2824751268385
119;325.60025496453454
120;951.0259229799759
121;644.1408259529594
122;748.2930903859494
123;465.6677200048335
124;747.1435606149658
125;220.23001404882783
126;720.209677610028
127;368.9516636670355
128;1494.6733627144054
129;802.2613908836861
130;468.0431368889932
131;658.5558840124424
132;1439.089073047749
133;1761.6070456854554
134;794.5764302855737
135;329.0030921642123
136;753.0549084513268
137;1985.5893014075011
138;1934.6923512277212
139;859.5720706629629
140;1795.9290588479173
141;529.9102207867721
142;1045.3743803106436
143;803.8937660391957
144;910.5597158248603
145;1564.2160979844534
146;630.2011601667551
147;355.63778429288453
148;590.8670342064195
149;280.456139863789
150;861.7324933096412
151;1795.7108818512065
152;700.0636114115995
153;519.6296377840642
154;326.7460611883131
155;2569.8178404740597
156;319.97043344434167
157;407.79597534997646
158;646.713617439609
159;355.8283775716505
160;391.4962822952328
161;2675.4155511107856
162;430.3155130704026
163;517.3095622603438
164;1162.8069673758737
165;903.754819455363
166;555.3176153020271
167;418.9523854583159
168;323.9573245392142
169;1270.924408533818
170;1259.7766133418138
171;630.5545697559985
172;291.1283563026587
173;1432.7446479426073
174;454.3619855057288
175;412.9304147258842
176;888.2582430103905
177;394.3450917868263
178;303.91830875181574
179;1129.638013959148
180;632.4328143299775
181;941.621372833461
182;696.5577510206429
183;2567.7795499867293
184;504.65896408946725
185;325.72145508669803
186;937.6148853135443
187;297.1076258015929
188;1347.842030988798
189;1593.9698583213249
190;1411.9430327719767
191;1542.6699644437801
192;491.80495773779023
193;675.3795880604557
194;973.1059093502075
195;691.3705448498271
196;321.6023258069823
197;1286.280977884957
198;688.610119017345
199;998.2912484849948
200;1517.7334602657259
201;510.9440971953372
202;728.7555043116923
203;742.7659701306733
204;1302.36699467344
205;389.6307423880857
206;347.4361568540352
207;541.9262452426557
208;415.748758438834
209;342.5653395309914
210;350.93700345219276
211;355.7700921061421
212;4337.717385355577
213;353.66381797078975
214;1058.0017110247113
215;770.8017045288565
216;509.63053448164067
217;378.4227515559783
218;1140.8924188687606
219;451.2739363091312
220;950.1650333306253
221;2534.222997265381
222;1785.2242865785188
223;648.427533926952
224;645.3413880606911
225;740.6291017326209
226;480.31147396722673
227;1211.8000439612665
228;486.1540329472055
229;635.3777564140473
230;890.7321902150702
231;906.9930706699513
232;510.11104127542524
233;413.966218202331
234;517.3165356983282
235;2981.932894004474
236;779.5891918487405
237;395.7270257383987
238;494.00961141114584
239;4066.5923890574572
240;498.9091784222184
241;405.5404356060021
242;1055.3332582870328
243;1298.7176232447653
244;1607.1174876165546
245;1161.4877043424406
246;827.6090091336206
247;1351.707596099701
248;470.6745374552362
249;2361.296666401047
250;431.54968012347445
251;908.5505920662097
252;643.8306480535562
253;1452.460609744667
254;1012.744654246959
255;746.2096808693743
256;1850.5254185682322
257;929.3344769788769
258;1981.455029209363
259;564.9283924762647
260;960.8905160003942
261;1023.9638279580885
262;916.1326327107915
263;1167.5849299030092
264;1532.5272619852674
265;937.7535192482833
266;2146.8033121597227
267;327.4568671756227
268;461.33599985588063
269;1633.6345923068034
270;801.934729347197
271;1277.7709249747118
272;389.99085076138283
273;376.76611184992635
274;496.77456730197576
275;1072.2266260817048
276;468.93443206331904
277;938.1791393176726
278;1024.0041309828828
279;380.9765720968916
280;709.5892452867475
281;852.1055288610235
282;1458.504459143365
283;712.3946148486065
284;1174.4016047892208
285;297.19364934842235
286;3048.378093349451
287;1257.725929979
288;1130.0035708959786
289;621.851214319091
290;561.9328692040224
291;387.83773292547284
292;379.3236952264157
293;1554.2254046820483
294;1287.4351923061163
295;572.2831414953636
296;698.2023040500693
297;961.3549974602975
298;982.3738357738115
299;1899.9366983750588
300;932.5681053185476
301;660.7012518126604
302;619.6125763353739
303;590.4417917368277
304;902.7342864498893
305;489.5895064356998
306;467.1841742189447
307;862.1702762713556
308;429.3230363310015
309;488.5602492968659
310;769.3455945886054
311;1215.9032972271038
312;959.9069867659689
313;494.13582501435826
314;424.2559478683203
315;455.8841603163811
316;862.0142060839054
317;536.7895709003603
318;1136.358237965781
319;1426.920448520156
320;1124.9088420970618
321;1487.1787299859743
322;1532.1661073499652
323;484.7754644229074
324;661.4685519679318
325;502.3801159971124
326;425.8029652640949
327;3668.9367180944464
328;2731.728054687054
329;806.2178234731118
330;2307.7708716335055
331;781.3314120502547
332;1333.0058688519443
333;1136.028543907217
334;1180.0355180109532
335;516.2975758860209
336;1169.5348352511721
337;1300.4555696515404
338;1611.6128248581406
339;856.5916526459132
340;526.0723180192126
341;652.030043003918
342;547.9426406756374
343;420.4874031440337
344;684.6059536055843
345;640.2533589680996
346;535.7710530519028
347;504.0140713915695
348;2317.9646492329766
349;1063.5280702555294
350;854.381618116976
351;868.5922307860565
352;841.9792383592973
353;617.3458455770942
354;1586.5521214424245
355;573.3348956953471
356;1929.3854628729455
357;1156.7040055199034
358;1963.5631597985825
359;458.31190861400347
360;512.7176146281756
361;1639.247209807447
362;539.898596388693
363;997.6952946295851
364;1007.3869808131366
365;1881.1724491244345
366;1067.0779942207243
367;488.0027123487994
368;4321.00130592703
369;2163.2298033067923
370;1153.3991479096858
371;1913.0722894953594
372;439.40965101942777
373;899.6107245951871
374;623.6903474858207
