;Rewards
0;-546.9376007601609
1;-1316.1095442100911
2;-774.7415975787559
3;-923.5454603826522
4;-424.60658942762365
5;-94.02935835993813
6;-277.36407843658947
7;-450.48294107559553
8;-12.427714977150274
9;-106.5099353938428
10;-326.93385187984825
11;-209.2373342641971
12;-462.8743336384224
13;21.856257020618813
14;-134.1753014143801
15;25.18804316180468
16;-259.6664369023552
17;-104.40207046770956
18;8.370960012581847
19;-368.91450251049594
20;154.9421546865407
21;-144.8433123056842
22;165.46606168680415
23;57.62241870045136
24;187.78444737292364
25;287.58901211376093
26;122.83401198696284
27;-40.80312439075348
28;-90.12283620444873
29;370.77806661391816
30;-298.6610797606386
31;96.82710303919855
32;195.40572348833143
33;-9.961323685452797
34;317.27042850312455
35;135.34560529123127
36;155.25417510161355
37;5.307657997000504
38;231.4158793917123
39;58.76670667140668
40;581.6373890767563
41;281.03560094659855
42;248.91065019045726
43;200.47483682734702
44;263.5153720565238
45;307.54472911122934
46;213.95419480068173
47;258.3188812444463
48;186.34585341724807
49;467.34945737234756
50;330.05085211966195
51;304.42785497932766
52;294.4688522039528
53;209.02637566811217
54;128.43461790776607
55;178.08477793526566
56;347.2947414000586
57;362.7965058312322
58;471.62557998851304
59;302.3336255440563
60;338.92485892534904
61;334.8440401253663
62;589.0544978671215
63;368.71959932566705
64;409.0551670403512
65;382.3053823381213
66;398.5941775097594
67;538.5070354491536
68;366.3477173171723
69;513.2642981732399
70;288.2940717947854
71;512.1466447685965
72;415.0189318061296
73;427.59034726498646
74;440.7263931390219
75;404.4416486092778
76;419.97320346119386
77;326.32427223464373
78;320.7433905532876
79;501.69808582067105
80;511.85125286076016
81;404.13270294953946
82;448.37363727864033
83;389.32820416833954
84;824.7322312358514
85;531.5597498396862
86;461.62583146832566
87;456.0988913251557
88;473.65081724253685
89;386.485573583252
90;194.63720093354968
91;486.82301000175715
92;464.5948511462358
93;790.7423426383314
94;524.9290742613747
95;500.317989310406
96;583.85588374283
97;646.130010212589
98;553.5080498835516
99;433.78894461925887
100;494.16740088815936
101;686.267745262479
102;457.2022277569423
103;459.5856415898187
104;471.6859422565162
105;295.07346709704086
106;429.8962755201261
107;476.168277491311
108;495.1533293468234
109;476.3856094515578
