;0;1;2;3;4;5;6;7;8
[93.0, 357.0];45.78559111645168;45.1085221190573;52.201221524283596;42.91384401407974;61.718218931294395;42.05754272056239;46.920540719598904;21.35040125467315;50.01874091316012
[181.0, 445.0];5.190705527995561;-0.5966211540161316;59.568646643519145;3.46836155762345;-0.6344483358903423;13.90349105292241;-0.5695174281092632;-0.6011261941790318;3.815915208348427
[269.0, 357.0];48.95958347834008;53.843673198120015;51.66324853706058;47.46642905764035;70.84257235363705;44.63839839216801;45.75708084879986;48.92693252863655;49.98025715280502
[621.0, 181.0];74.37639559749;75.14189846781989;76.48673094984822;70.94523024491976;76.27301927752151;71.88229312320668;77.3557348690307;66.01590684566801;73.36850147474613
[533.0, 93.0];17.277589081669287;9.004868251957024;14.502968611177996;29.242442795935624;26.213510983676397;-0.8807823332190745;75.68297740028184;20.171251008902935;12.911858428282745
[269.0, 181.0];18.995626602878644;19.059148093896777;71.22916733276682;3.924979217060699;22.038936928516367;14.936497724244587;22.77687986635377;19.021623177315796;9.92616841771653
[709.0, 357.0];6.830808106216883;6.640701434004509;0.0;0.0;72.40039220173458;-0.11299999999999999;-0.1;4.08513938924142;-0.1
[5.0, 445.0];3.367389106427478;-0.7336001391931974;-1.1368003391501598;-1.1876049242930307;-1.086533397757003;-1.1196971335756714;33.63187387381926;-1.0917342510435775;-1.1542890949355804
[533.0, 181.0];1.7011381956770322;0.0;0.0;6.908188387009144;0.0;12.660320432027614;73.58818817902693;-0.17486079443726146;-0.2848194882026121
[797.0, 357.0];-0.12399499191013374;6.462735585165321;-0.1;-0.044187153608933605;69.02082262196782;8.749999250404777;-0.1;-0.1;0.0
goal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
[93.0, 533.0];44.22486683052467;-0.442386303436908;-0.3728;-0.4397102363037169;-0.3894733512197321;1.4027718676222316;-0.389;1.686140840782734;-0.5334339875553965
[181.0, 533.0];24.039069130650038;-0.30090000000000006;-0.2679115886414545;0.28498382404602696;-0.2728510676363852;-0.2411798969704947;-0.281;-0.2624758035376834;-0.3417322865776582
[5.0, 533.0];-0.6134576576100788;-0.7952756651573654;-0.6079609783342664;-0.7305014680967152;-0.6295690690225516;-0.6776824308727156;3.1679130352559204;-0.6427683628792522;-0.7532980761111366
[621.0, 357.0];62.81072399982766;74.30738142165791;72.56725145159625;44.346848655741;65.56356701045996;41.277381979534994;52.731616725665106;37.52471842016054;85.40724255059138
[269.0, 445.0];26.972239380468277;39.097584232174036;37.67600756205744;40.47592663785774;50.941927994804445;37.38849097470836;36.68089387152499;19.874859952438413;64.18900152186691
[269.0, 533.0];-0.2109;-0.2280245172772862;-0.14530001676154286;-0.1673707961685031;-0.2;-0.157728869841;3.3469780878094064;-0.14056456035720707;27.642114338604898
[357.0, 445.0];-0.15494936900841974;34.33237148224298;1.8074820889460859;-0.17106708704331672;-0.13437531052555823;-0.12047553480946137;-0.19;4.6142179165620005;4.402998880998833
[445.0, 533.0];0.0;0.0;0.0;0.07054584416558594;1.1103295984057424;0.0;0.0;0.0;-0.1
[445.0, 445.0];-0.1;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0
[445.0, 357.0];0.0;0.0;-0.1;-0.1;6.654697175557448;29.25078575659334;0.0;-0.1;5.558128358105241
[357.0, 357.0];1.3635936897811196;-0.2;-0.16281478856709236;60.86814756134687;7.027356903937965;9.669356853934962;-0.1872711653094509;-0.119;-0.3588735407788438
[445.0, 269.0];-0.4116901345018759;4.809663481742942;-0.1;-0.11000000000000001;-0.1;58.04608594831424;2.916551737132232;-0.15950173648910168;-0.1
[797.0, 445.0];-0.1;0.0;0.0;0.4076683142807788;0.0;0.0;0.0;0.0;0.0
[709.0, 445.0];0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;4.469014828527009
[533.0, 269.0];0.0;6.769275118883273;51.565308012248224;0.0;0.0;0.0;0.0;0.0;-0.3963959518672722
[533.0, 357.0];0.0;0.0;-0.06855169227654749;2.3507699194424183;0.0;0.0;46.53934224501658;0.0;0.0
[357.0, 533.0];0.0;0.0;-0.08600669633348423;0.0;-0.08420545595438056;40.41825584070247;-0.1;0.0;0.0
[797.0, 533.0];0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;-0.1
[621.0, 445.0];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30197338026649456
