;0;1;2;3
[5.0, 269.0];64.23804670948577;64.93780593349224;73.2226718838472;70.92189826129803
[93.0, 269.0];70.534468319957;68.56101382389927;74.59958111726333;70.53088463013972
[93.0, 357.0];73.01617022187403;45.76366224411943;67.74764003789424;60.28086901803462
[5.0, 357.0];70.08878307540066;21.466213863042643;65.39626083472396;61.9748996296836
[5.0, 445.0];0.8656842524478527;-5.852164183627115;42.51418444653232;-3.099528718119799
[93.0, 445.0];64.75025677571402;-5.067389199510066;25.49349437833925;8.006781035199483
[181.0, 445.0];66.99994909242089;-3.9499293790120666;0.5670685597554759;6.481474895721625
[181.0, 357.0];74.233811947378;49.16865332153509;40.75019981124224;63.65183722060658
[181.0, 269.0];69.93580409682427;68.87153432962609;78.08302178159371;72.04648207743075
[269.0, 269.0];77.05084472362762;77.76392287212019;80.10513792574984;68.68381106909469
[181.0, 181.0];67.49377452834437;75.00763508508338;60.64625894932263;67.71135146663275
[93.0, 181.0];59.652656887783714;72.91226180147208;68.90416520414959;63.04851362452778
[5.0, 181.0];30.184891079810747;69.61029045018434;66.68433618918675;55.546263688822954
[5.0, 93.0];-6.64545905659652;59.48791808212314;10.315966002204934;6.916212436376551
[181.0, 93.0];35.37848016673481;65.57843947864765;77.48817441872222;41.8978616734327
[93.0, 93.0];3.2136688537846063;17.95474828770305;68.59050184303301;7.526091227117761
[5.0, 5.0];-6.428674126500395;-6.31073370173351;0.15543380668842577;-6.208964774993898
[93.0, 5.0];-2.437599525353192;43.465599349744046;-6.210471111695385;-6.052266619752015
[269.0, 93.0];74.14114058889493;74.31155299003896;80.46522720688488;56.06222120776768
[357.0, 5.0];79.16073870516813;78.60841070555163;81.63942053749754;69.1025296869986
[269.0, 5.0];67.88516891649446;65.33185523850558;79.66062634126895;34.70668488665671
[445.0, 5.0];81.56584191105411;81.97053476586495;83.34270913007309;79.2202118048217
[533.0, 5.0];83.13069283659014;83.06926661676111;84.32308363029384;81.6355411019622
[621.0, 5.0];84.72677230451868;84.74289725071334;86.18330088176073;82.93795864858329
[181.0, 5.0];23.630985674736195;61.42531688059623;25.188585558271654;10.867996549557049
[709.0, 5.0];86.44008311731281;86.29173481358396;87.56549269029314;84.3047659031863
[797.0, 5.0];87.52413115855605;88.71854104777753;87.68803380748567;85.84299528305162
[797.0, 93.0];87.4124109634066;91.24894233788945;89.51912641618102;85.68359543433856
[709.0, 93.0];84.76416375270921;82.69419420451472;87.2875045591004;83.77369940846484
[797.0, 181.0];89.17992712330424;93.89708681420342;91.39162295998673;86.76552473747701
[797.0, 269.0];90.40663815490298;94.68301362681706;92.56172916743023;87.86799712069141
[709.0, 269.0];82.64180044043323;83.633933275028;89.8631217292253;61.50714625849698
[709.0, 181.0];85.63990634753738;86.7420958320208;89.09898688860764;75.58504704453121
[269.0, 181.0];70.15606004297781;11.911274618508513;15.997247712607676;32.05223282022931
[357.0, 93.0];55.15517076150974;5.742722540821212;-1.7492761858727093;-5.388593259695722
[93.0, 533.0];-4.73592922682901;-4.538905961190582;-4.1759996902491645;-4.921131807718885
[5.0, 533.0];-5.22530504602709;-5.347096051469348;-5.184284505402808;-5.438002567347843
[181.0, 533.0];-3.4742967889670706;-3.595091009067524;-2.019478027820272;-4.220929636799942
[269.0, 533.0];-2.826559574743527;0.5668115468821271;0.20813276252662222;8.07170094394771
[269.0, 357.0];50.04423499474022;6.251501409184124;-1.3449728923003021;20.051473920339692
[357.0, 269.0];-3.4666706371680185;-3.415195834999092;10.5066678233906;-3.749204883438057
[797.0, 357.0];92.4392700030891;85.2487235612906;94.8073451960432;97.78607889226149
[709.0, 357.0];87.33493835340403;97.21171350443134;92.6719586863347;99.99999999999994
goal;0.0;0.0;0.0;0.0
[269.0, 445.0];30.255551399705745;-3.1730509668715046;-2.5312268104409;-3.745940201405882
[357.0, 181.0];80.13602929041834;79.6907994373413;82.02489418813322;74.69123593444593
[621.0, 93.0];56.147788129426985;24.787226624229795;85.23919812763732;32.585058968697126
[445.0, 181.0];42.16587792006213;-2.546865565026212;0.8150285860599715;-3.287314918246329
[357.0, 357.0];3.675287266180053;-2.3207875096426642;-1.8033830944346643;-2.8524678995861836
[445.0, 269.0];-0.8324663275674018;-1.354719723099097;1.7702693301304453;-1.9085233501009558
[621.0, 181.0];22.26373901082336;12.185152705765507;83.43138283010016;27.34949470752347
[797.0, 445.0];94.04464739745045;65.86590557132767;85.01618706703123;73.02518536957983
[709.0, 445.0];18.5164317965642;22.359350023902188;93.08714435526205;0.6808135230046024
[357.0, 445.0];-1.935841893173964;-1.9099253409500045;2.3586952105328196;8.735402919662667
[445.0, 357.0];-1.4310188760193332;-0.9213569858288277;10.166808937946438;-1.2378149561915686
[533.0, 269.0];1.2459654551306407;-0.06247349013899001;31.582314389807664;-1.2489967198259635
[445.0, 93.0];81.59189839693548;81.77785432731272;83.34337947002133;80.13499898418581
[533.0, 93.0];-0.7394618307022598;12.098708345269479;-0.44695968548992493;-1.0978991538574145
[533.0, 181.0];0.6763980692668409;-0.5655326776915173;10.464743697902485;-0.2584210970482377
[797.0, 533.0];86.36033617582365;39.177778962866284;40.91950808957233;5.973785197953073
[709.0, 533.0];9.899999999999995;-0.1;32.096621529965056;-0.1
[621.0, 445.0];0.0;0.0;0.0;1.740952355355519
[621.0, 357.0];0.0;0.0;14.834046170443246;0.0
